,,,,Monthly,,,,,,,,Annual,,,,,,,,Rankings,,,,
3371,FL,"Gainesville, FL HUD Metro FMR Area",2p1c,1583,873,1356,1346,763,799,979,7698,18996,10475,16270,16155,9150,9584,11746,92376,93242.5499,0,,,
3371,FL,"Gainesville, FL HUD Metro FMR Area",2p2c,1583,1110,1438,1645,836,1466,1090,9169,18996,13321,17250,19744,10034,17597,13082,110025,93242.5499,0,,,
3371,FL,"Gainesville, FL HUD Metro FMR Area",2p3c,2016,1354,1496,1945,1046,1672,1377,10906,24192,16251,17947,23334,12556,20063,16528,130871,93242.5499,0,,,
3371,FL,"Gainesville, FL HUD Metro FMR Area",2p4c,2016,1658,1542,2017,1141,1672,1596,11641,24192,19891,18505,24205,13687,20063,19154,139697,93242.5499,0,,,
3372,GA,"Gainesville, GA MSA",1p0c,1149,362,1168,412,469,0,928,4488,13788,4339,14019,4947,5628,0,11141,53860,90997,0,,,
3372,GA,"Gainesville, GA MSA",1p1c,1505,530,1407,645,632,907,1265,6890,18060,6362,16880,7736,7582,10889,15174,82684,90997,0,,,
3372,GA,"Gainesville, GA MSA",1p2c,1505,782,1602,877,710,1323,1509,8308,18060,9382,19223,10525,8520,15878,18103,99690,90997,0,,,
3372,GA,"Gainesville, GA MSA",1p3c,1813,1042,1693,1110,886,1451,1911,9906,21756,12501,20320,13315,10636,17412,22926,118866,90997,0,,,
3372,GA,"Gainesville, GA MSA",1p4c,1813,1276,1759,1174,959,1451,2133,10564,21756,15306,21105,14088,11507,17412,25591,126765,90997,0,,,
3372,GA,"Gainesville, GA MSA",2p0c,1359,663,1354,824,628,0,1101,5928,16308,7954,16244,9893,7533,0,13207,71139,90997,0,,,
3372,GA,"Gainesville, GA MSA",2p1c,1505,822,1542,1057,723,907,1354,7911,18060,9869,18508,12683,8671,10889,16246,94926,90997,0,,,
3372,GA,"Gainesville, GA MSA",2p2c,1505,1046,1629,1289,792,1323,1387,8971,18060,12550,19544,15472,9504,15878,16641,107649,90997,0,,,
3372,GA,"Gainesville, GA MSA",2p3c,1813,1276,1690,1522,959,1451,1666,10377,21756,15311,20283,18261,11508,17412,19992,124524,90997,0,,,
3372,GA,"Gainesville, GA MSA",2p4c,1813,1562,1740,1586,1048,1451,1893,11092,21756,18740,20876,19035,12573,17412,22710,133102,90997,0,,,
3373,PA,"Gettysburg, PA MSA",1p0c,898,355,1151,509,389,0,769,4071,10776,4258,13814,6109,4668,0,9226,48850,98269,0,,,
3373,PA,"Gettysburg, PA MSA",1p1c,1289,520,1492,809,562,940,1128,6740,15468,6244,17906,9712,6741,11275,13530,80874,98269,0,,,
3373,PA,"Gettysburg, PA MSA",1p2c,1289,767,1643,1110,638,1846,1599,8892,15468,9207,19717,13315,7661,22150,19188,106705,98269,0,,,
3373,PA,"Gettysburg, PA MSA",1p3c,1711,1022,1745,1410,849,2125,2177,11038,20532,12269,20939,16917,10184,25496,26122,132458,98269,0,,,
3373,PA,"Gettysburg, PA MSA",1p4c,1711,1252,1817,1482,920,2125,2398,11703,20532,15021,21801,17780,11038,25496,28773,140441,98269,0,,,
3373,PA,"Gettysburg, PA MSA",2p0c,1041,651,1434,1018,525,0,967,5636,12492,7806,17203,12218,6302,0,11605,67626,98269,0,,,
3373,PA,"Gettysburg, PA MSA",2p1c,1289,807,1576,1318,651,940,1246,7827,15468,9685,18914,15821,7809,11275,14951,93923,98269,0,,,
3373,PA,"Gettysburg, PA MSA",2p2c,1289,1026,1672,1619,719,1846,1517,9688,15468,12317,20062,19423,8626,22150,18209,116255,98269,0,,,
3373,PA,"Gettysburg, PA MSA",2p3c,1711,1252,1739,1919,920,2125,1952,11617,20532,15026,20867,23026,11040,25496,23419,139406,98269,0,,,
3373,PA,"Gettysburg, PA MSA",2p4c,1711,1533,1866,1991,1007,2125,2232,12463,20532,18392,22389,23888,12085,25496,26779,149561,98269,0,,,
3374,NY,"Glens Falls, NY MSA",1p0c,1040,376,1132,581,440,0,930,4497,12480,4506,13582,6970,5274,0,11154,53966,93933.64195,0,,,
3374,NY,"Glens Falls, NY MSA",1p1c,1352,551,1390,975,591,1158,1435,7452,16224,6608,16681,11704,7089,13897,17215,89419,93933.64195,0,,,
3374,NY,"Glens Falls, NY MSA",1p2c,1352,812,1595,1015,672,2197,1975,9618,16224,9745,19145,12183,8063,26360,23700,115419,93933.64195,0,,,
3374,NY,"Glens Falls, NY MSA",1p3c,1751,1082,1696,1055,880,2516,2537,11516,21012,12985,20347,12661,10555,30194,30438,138193,93933.64195,0,,,
3374,NY,"Glens Falls, NY MSA",1p4c,1751,1325,1767,1095,955,2516,2816,12225,21012,15898,21207,13139,11460,30194,33795,146705,93933.64195,0,,,
3374,NY,"Glens Falls, NY MSA",2p0c,1079,689,1331,1162,549,0,1058,5867,12948,8262,15971,13939,6585,0,12696,70401,93933.64195,0,,,
3374,NY,"Glens Falls, NY MSA",2p1c,1352,854,1528,1632,685,1158,1528,8738,16224,10251,18340,19586,8220,13897,18336,104853,93933.64195,0,,,
3374,NY,"Glens Falls, NY MSA",2p2c,1352,1086,1623,1672,757,2197,1888,10575,16224,13036,19470,20064,9084,26360,22656,126894,93933.64195,0,,,
3374,NY,"Glens Falls, NY MSA",2p3c,1751,1325,1690,1712,955,2516,2325,12274,21012,15903,20274,20543,11461,30194,27904,147292,93933.64195,0,,,
3374,NY,"Glens Falls, NY MSA",2p4c,1751,1622,1743,1752,1047,2516,2611,13043,21012,19466,20916,21021,12567,30194,31335,156512,93933.64195,0,,,
3375,NC,"Goldsboro, NC MSA",1p0c,897,320,1080,575,378,0,801,4051,10764,3842,12955,6903,4535,0,9612,48612,73138,0,,,
3375,NC,"Goldsboro, NC MSA",1p1c,1184,470,1307,905,513,626,943,5949,14208,5634,15687,10864,6161,7508,11319,71382,73138,0,,,
3375,NC,"Goldsboro, NC MSA",1p2c,1184,692,1435,1235,583,986,1138,7253,14208,8309,17223,14825,6991,11826,13652,87034,73138,0,,,
3375,NC,"Goldsboro, NC MSA",1p3c,1456,923,1527,1565,739,1096,1520,8826,17472,11072,18321,18785,8862,13155,18242,105909,73138,0,,,
3375,NC,"Goldsboro, NC MSA",1p4c,1456,1130,1662,1642,803,1096,1804,9593,17472,13555,19944,19703,9633,13155,21651,115113,73138,0,,,
3375,NC,"Goldsboro, NC MSA",2p0c,902,587,1254,1151,462,0,888,5244,10824,7044,15051,13807,5548,0,10654,62928,73138,0,,,
3375,NC,"Goldsboro, NC MSA",2p1c,1184,728,1375,1481,594,626,1127,7115,14208,8740,16505,17767,7125,7508,13523,85377,73138,0,,,
3375,NC,"Goldsboro, NC MSA",2p2c,1184,926,1462,1811,655,986,1171,8194,14208,11115,17540,21728,7862,11826,14054,98333,73138,0,,,
3375,NC,"Goldsboro, NC MSA",2p3c,1456,1130,1593,2141,803,1096,1433,9651,17472,13560,19114,25689,9635,13155,17194,115817,73138,0,,,
3375,NC,"Goldsboro, NC MSA",2p4c,1456,1383,1646,2217,882,1096,1657,10337,17472,16597,19749,26606,10578,13155,19889,124046,73138,0,,,
3376,MN,"Grand Forks, ND-MN MSA",1p0c,777,339,1026,441,347,0,644,3575,9324,4072,12317,5296,4159,0,7733,42902,97500.46845,0,,,
3376,MN,"Grand Forks, ND-MN MSA",1p1c,984,498,1329,701,460,926,908,5806,11808,5971,15953,8408,5520,11108,10898,69666,97500.46845,0,,,
3376,MN,"Grand Forks, ND-MN MSA",1p2c,984,734,1463,960,533,1808,1365,7847,11808,8805,17554,11519,6400,21697,16375,94158,97500.46845,0,,,
3376,MN,"Grand Forks, ND-MN MSA",1p3c,1379,978,1553,1219,732,2080,1938,9877,16548,11733,18631,14631,8781,24955,23250,118529,97500.46845,0,,,
3376,MN,"Grand Forks, ND-MN MSA",1p4c,1379,1197,1680,1277,800,2080,2175,10587,16548,14366,20163,15319,9598,24955,26101,127049,97500.46845,0,,,
3376,MN,"Grand Forks, ND-MN MSA",2p0c,782,622,1279,883,436,0,743,4745,9384,7466,15342,10593,5231,0,8920,56936,97500.46845,0,,,
3376,MN,"Grand Forks, ND-MN MSA",2p1c,984,772,1405,1142,545,926,1014,6788,11808,9263,16864,13704,6542,11108,12165,81453,97500.46845,0,,,
3376,MN,"Grand Forks, ND-MN MSA",2p2c,984,982,1490,1401,610,1808,1211,8487,11808,11780,17883,16816,7323,21697,14535,101841,97500.46845,0,,,
3376,MN,"Grand Forks, ND-MN MSA",2p3c,1379,1198,1614,1661,800,2080,1629,10360,16548,14371,19371,19927,9599,24955,19549,124320,97500.46845,0,,,
3376,MN,"Grand Forks, ND-MN MSA",2p4c,1379,1466,1663,1718,883,2080,1831,11020,16548,17589,19955,20615,10599,24955,21974,132235,97500.46845,0,,,
3377,ND,"Grand Forks, ND-MN MSA",1p0c,777,339,1026,441,347,0,521,3452,9324,4072,12317,5296,4159,0,6254,41423,97500.46845,,,,
3377,ND,"Grand Forks, ND-MN MSA",1p1c,984,498,1329,701,460,926,644,5541,11808,5971,15953,8408,5520,11108,7726,66495,97500.46845,,,,
3377,ND,"Grand Forks, ND-MN MSA",1p2c,984,734,1463,960,533,1808,911,7393,11808,8805,17554,11519,6400,21697,10931,88714,97500.46845,,,,
3377,ND,"Grand Forks, ND-MN MSA",1p3c,1379,978,1553,1219,732,2080,1357,9297,16548,11733,18631,14631,8781,24955,16280,111558,97500.46845,,,,
3377,ND,"Grand Forks, ND-MN MSA",1p4c,1379,1197,1680,1277,800,2080,1593,10006,16548,14366,20163,15319,9598,24955,19118,120066,97500.46845,,,,
3377,ND,"Grand Forks, ND-MN MSA",2p0c,782,622,1279,883,436,0,587,4588,9384,7466,15342,10593,5231,0,7045,55060,97500.46845,,,,
3377,ND,"Grand Forks, ND-MN MSA",2p1c,984,772,1405,1142,545,926,748,6522,11808,9263,16864,13704,6542,11108,8971,78260,97500.46845,,,,
3377,ND,"Grand Forks, ND-MN MSA",2p2c,984,982,1490,1401,610,1808,848,8123,11808,11780,17883,16816,7323,21697,10172,97479,97500.46845,,,,
3377,ND,"Grand Forks, ND-MN MSA",2p3c,1379,1198,1614,1661,800,2080,1114,9845,16548,14371,19371,19927,9599,24955,13369,118140,97500.46845,,,,
3377,ND,"Grand Forks, ND-MN MSA",2p4c,1379,1466,1663,1718,883,2080,1287,10475,16548,17589,19955,20615,10599,24955,15444,125705,97500.46845,,,,
3378,NE,"Hall County, NE HUD Metro FMR Area",1p0c,770,320,1059,566,339,0,696,3750,9240,3842,12713,6794,4062,0,8354,45005,82474,0,,,
3378,NE,"Hall County, NE HUD Metro FMR Area",1p1c,1123,470,1287,890,494,824,900,5989,13476,5634,15447,10685,5933,9885,10802,71864,82474,0,,,
3378,NE,"Hall County, NE HUD Metro FMR Area",1p2c,1123,692,1471,1215,564,1622,1369,8056,13476,8309,17651,14576,6764,19467,16428,96670,82474,0,,,
3378,NE,"Hall County, NE HUD Metro FMR Area",1p3c,1426,923,1558,1539,729,1868,1902,9945,17112,11072,18698,18467,8750,22415,22823,119337,82474,0,,,
3378,NE,"Hall County, NE HUD Metro FMR Area",1p4c,1426,1130,1620,1613,793,1868,2124,10574,17112,13555,19445,19353,9521,22415,25482,126884,82474,0,,,
3378,NE,"Hall County, NE HUD Metro FMR Area",2p0c,911,587,1238,1132,465,0,804,5137,10932,7044,14850,13588,5581,0,9643,61639,82474,0,,,
3378,NE,"Hall County, NE HUD Metro FMR Area",2p1c,1123,728,1414,1457,575,824,1068,7189,13476,8740,16969,17479,6898,9885,12817,86264,82474,0,,,
3378,NE,"Hall County, NE HUD Metro FMR Area",2p2c,1123,926,1496,1781,636,1622,1273,8858,13476,11115,17951,21370,7635,19467,15276,106290,82474,0,,,
3378,NE,"Hall County, NE HUD Metro FMR Area",2p3c,1426,1130,1554,2105,794,1868,1657,10534,17112,13560,18648,25261,9523,22415,19888,126407,82474,0,,,
3378,NE,"Hall County, NE HUD Metro FMR Area",2p4c,1426,1383,1601,2179,872,1868,1885,11214,17112,16597,19206,26147,10466,22415,22623,134566,82474,0,,,
3379,NE,"Howard County, NE HUD Metro FMR Area",1p0c,685,320,1270,566,312,0,732,3885,8220,3842,15238,6794,3745,0,8779,46619,90463,0,,,
3379,NE,"Howard County, NE HUD Metro FMR Area",1p1c,999,470,1566,890,456,824,952,6157,11988,5634,18795,10685,5471,9885,11429,73888,90463,0,,,
3379,NE,"Howard County, NE HUD Metro FMR Area",1p2c,999,692,1798,1215,525,1622,1466,8317,11988,8309,21572,14576,6302,19467,17587,99801,90463,0,,,
3379,NE,"Howard County, NE HUD Metro FMR Area",1p3c,1204,923,1911,1539,660,1868,1941,10046,14448,11072,22930,18467,7923,22415,23294,120548,90463,0,,,
3379,NE,"Howard County, NE HUD Metro FMR Area",1p4c,1204,1130,1992,1613,725,1868,2174,10705,14448,13555,23900,19353,8694,22415,26092,128458,90463,0,,,
3379,NE,"Howard County, NE HUD Metro FMR Area",2p0c,823,587,1493,1132,438,0,849,5322,9876,7044,17918,13588,5253,0,10184,63864,90463,0,,,
3379,NE,"Howard County, NE HUD Metro FMR Area",2p1c,999,728,1715,1457,536,824,1117,7375,11988,8740,20575,17479,6436,9885,13398,88501,90463,0,,,
3379,NE,"Howard County, NE HUD Metro FMR Area",2p2c,999,926,1820,1781,598,1622,1351,9097,11988,11115,21842,21370,7173,19467,16213,109168,90463,0,,,
3379,NE,"Howard County, NE HUD Metro FMR Area",2p3c,1204,1130,1895,2105,725,1868,1684,10611,14448,13560,22744,25261,8696,22415,20209,127332,90463,0,,,
3379,NE,"Howard County, NE HUD Metro FMR Area",2p4c,1204,1383,1955,2179,803,1868,1923,11315,14448,16597,23460,26147,9639,22415,23071,135777,90463,0,,,
3380,NE,"Merrick County, NE HUD Metro FMR Area",1p0c,622,320,1215,566,293,0,682,3698,7464,3842,14574,6794,3510,0,8187,44371,83087,0,,,
3380,NE,"Merrick County, NE HUD Metro FMR Area",1p1c,907,470,1506,890,427,824,878,5902,10884,5634,18075,10685,5129,9885,10531,70823,83087,0,,,
3380,NE,"Merrick County, NE HUD Metro FMR Area",1p2c,907,692,1734,1215,497,1622,1357,8024,10884,8309,20808,14576,5959,19467,16287,96290,83087,0,,,
3380,NE,"Merrick County, NE HUD Metro FMR Area",1p3c,1113,923,1847,1539,632,1868,1825,9746,13356,11072,22161,18467,7584,22415,21897,116951,83087,0,,,
3380,NE,"Merrick County, NE HUD Metro FMR Area",1p4c,1113,1130,1927,1613,696,1868,2076,10423,13356,13555,23126,19353,8355,22415,24912,125072,83087,0,,,
3380,NE,"Merrick County, NE HUD Metro FMR Area",2p0c,752,587,1438,1132,416,0,801,5126,9024,7044,17254,13588,4989,0,9612,61511,83087,0,,,
3380,NE,"Merrick County, NE HUD Metro FMR Area",2p1c,907,728,1656,1457,508,824,1054,7133,10884,8740,19868,17479,6093,9885,12642,85592,83087,0,,,
3380,NE,"Merrick County, NE HUD Metro FMR Area",2p2c,907,926,1761,1781,569,1622,1264,8831,10884,11115,21132,21370,6830,19467,15173,105970,83087,0,,,
3380,NE,"Merrick County, NE HUD Metro FMR Area",2p3c,1113,1130,1836,2105,696,1868,1590,10338,13356,13560,22029,25261,8357,22415,19077,124054,83087,0,,,
3380,NE,"Merrick County, NE HUD Metro FMR Area",2p4c,1113,1383,1895,2179,775,1868,1820,11033,13356,16597,22745,26147,9300,22415,21837,132397,83087,0,,,
3381,CO,"Grand Junction, CO MSA",1p0c,873,359,1036,449,382,0,708,3807,10476,4304,12435,5384,4589,0,8491,45679,88062,0,,,
3381,CO,"Grand Junction, CO MSA",1p1c,1245,526,1273,713,550,919,968,6194,14940,6311,15279,8553,6598,11023,11620,74324,88062,0,,,
3381,CO,"Grand Junction, CO MSA",1p2c,1245,776,1462,977,627,1602,1349,8038,14940,9307,17546,11721,7528,19227,16187,96456,88062,0,,,
3381,CO,"Grand Junction, CO MSA",1p3c,1745,1034,1554,1241,863,1813,1945,10194,20940,12402,18649,14890,10352,21751,23342,122326,88062,0,,,
3381,CO,"Grand Junction, CO MSA",1p4c,1745,1265,1620,1316,935,1813,2184,10878,20940,15184,19436,15797,11215,21751,26207,130530,88062,0,,,
3381,CO,"Grand Junction, CO MSA",2p0c,961,658,1222,897,503,0,787,5027,11532,7891,14660,10768,6030,0,9441,60323,88062,0,,,
3381,CO,"Grand Junction, CO MSA",2p1c,1245,816,1405,1161,640,919,1119,7305,14940,9790,16854,13937,7678,11023,13432,87654,88062,0,,,
3381,CO,"Grand Junction, CO MSA",2p2c,1245,1038,1492,1426,709,1602,1260,8771,14940,12450,17903,17106,8504,19227,15120,105249,88062,0,,,
3381,CO,"Grand Junction, CO MSA",2p3c,1745,1266,1554,1690,935,1813,1694,10696,20940,15189,18647,20274,11217,21751,20332,128351,88062,0,,,
3381,CO,"Grand Junction, CO MSA",2p4c,1745,1549,1604,1765,1023,1813,1945,11444,20940,18591,19243,21181,12273,21751,23343,137323,88062,0,,,
3382,MI,"Grand Rapids-Wyoming, MI HUD Metro FMR Area",1p0c,1163,354,1065,406,471,0,750,4209,13956,4246,12777,4876,5651,0,8996,50502,99116,1,85,87,54
3382,MI,"Grand Rapids-Wyoming, MI HUD Metro FMR Area",1p1c,1443,519,1367,635,609,690,1011,6274,17316,6227,16406,7619,7309,8283,12128,75288,99116,1,85,87,54
3382,MI,"Grand Rapids-Wyoming, MI HUD Metro FMR Area",1p2c,1443,765,1500,864,686,1291,1284,7831,17316,9182,17996,10362,8227,15489,15402,93973,99116,1,85,87,54
3382,MI,"Grand Rapids-Wyoming, MI HUD Metro FMR Area",1p3c,1880,1020,1589,1092,900,1476,1750,9706,22560,12235,19072,13105,10803,17706,20995,116476,99116,1,85,87,54
3382,MI,"Grand Rapids-Wyoming, MI HUD Metro FMR Area",1p4c,1880,1248,1653,1154,971,1476,1959,10341,22560,14980,19831,13849,11655,17706,23508,124090,99116,1,85,87,54
3382,MI,"Grand Rapids-Wyoming, MI HUD Metro FMR Area",2p0c,1209,649,1321,813,577,0,953,5521,14508,7785,15850,9752,6921,0,11430,66246,99116,1,85,87,54
3382,MI,"Grand Rapids-Wyoming, MI HUD Metro FMR Area",2p1c,1443,805,1448,1041,698,690,1148,7273,17316,9659,17372,12495,8375,8283,13775,87273,99116,1,85,87,54
3382,MI,"Grand Rapids-Wyoming, MI HUD Metro FMR Area",2p2c,1443,1024,1533,1270,766,1291,1211,8537,17316,12283,18397,15237,9190,15489,14532,102445,99116,1,85,87,54
3382,MI,"Grand Rapids-Wyoming, MI HUD Metro FMR Area",2p3c,1880,1249,1593,1498,971,1476,1526,10193,22560,14985,19117,17980,11657,17706,18306,122312,99116,1,85,87,54
3382,MI,"Grand Rapids-Wyoming, MI HUD Metro FMR Area",2p4c,1880,1529,1710,1560,1058,1476,1752,10964,22560,18342,20522,18725,12699,17706,21018,131573,99116,1,85,87,54
3383,MI,"Ionia County, MI HUD Metro FMR Area",1p0c,806,320,1180,395,350,0,675,3725,9672,3842,14156,4744,4196,0,8095,44705,85030,0,,,
3383,MI,"Ionia County, MI HUD Metro FMR Area",1p1c,1175,470,1430,617,511,613,837,5652,14100,5634,17154,7408,6127,7357,10039,67818,85030,0,,,
3383,MI,"Ionia County, MI HUD Metro FMR Area",1p2c,1175,692,1567,839,580,1073,987,6914,14100,8309,18805,10071,6957,12880,11842,82964,85030,0,,,
3383,MI,"Ionia County, MI HUD Metro FMR Area",1p3c,1429,923,1736,1061,730,1215,1278,8371,17148,11072,20828,12735,8761,14579,15334,100457,85030,0,,,
3383,MI,"Ionia County, MI HUD Metro FMR Area",1p4c,1429,1130,1809,1123,794,1215,1464,8963,17148,13555,21702,13470,9533,14579,17570,107558,85030,0,,,
3383,MI,"Ionia County, MI HUD Metro FMR Area",2p0c,896,587,1370,791,460,0,796,4900,10752,7044,16434,9487,5525,0,9554,58797,85030,0,,,
3383,MI,"Ionia County, MI HUD Metro FMR Area",2p1c,1175,728,1499,1013,591,613,988,6607,14100,8740,17986,12151,7091,7357,11859,79285,85030,0,,,
3383,MI,"Ionia County, MI HUD Metro FMR Area",2p2c,1175,926,1661,1235,652,1073,1021,7744,14100,11115,19933,14815,7829,12880,12252,92924,85030,0,,,
3383,MI,"Ionia County, MI HUD Metro FMR Area",2p3c,1429,1130,1729,1457,795,1215,1128,8882,17148,13560,20749,17479,9534,14579,13540,106589,85030,0,,,
3383,MI,"Ionia County, MI HUD Metro FMR Area",2p4c,1429,1383,1784,1518,873,1215,1291,9493,17148,16597,21406,18214,10477,14579,15489,113910,85030,0,,,
3384,MI,"Holland-Grand Haven, MI HUD Metro FMR Area",1p0c,953,354,1157,435,406,0,736,4041,11436,4246,13887,5222,4869,0,8828,48489,105595,0,,,
3384,MI,"Holland-Grand Haven, MI HUD Metro FMR Area",1p1c,1363,519,1498,681,584,671,1039,6356,16356,6227,17979,8173,7011,8056,12467,76267,105595,0,,,
3384,MI,"Holland-Grand Haven, MI HUD Metro FMR Area",1p2c,1363,765,1646,927,661,1347,1367,8075,16356,9182,19746,11123,7929,16159,16405,96899,105595,0,,,
3384,MI,"Holland-Grand Haven, MI HUD Metro FMR Area",1p3c,1750,1020,1744,1173,860,1554,1830,9930,21000,12235,20922,14073,10319,18652,21963,119164,105595,0,,,
3384,MI,"Holland-Grand Haven, MI HUD Metro FMR Area",1p4c,1750,1248,1885,1237,931,1554,2086,10692,21000,14980,22622,14844,11171,18652,25037,128306,105595,0,,,
3384,MI,"Holland-Grand Haven, MI HUD Metro FMR Area",2p0c,1197,649,1443,870,573,0,1007,5740,14364,7785,17319,10444,6877,0,12089,68878,105595,0,,,
3384,MI,"Holland-Grand Haven, MI HUD Metro FMR Area",2p1c,1363,805,1583,1116,673,671,1175,7387,16356,9659,18997,13395,8077,8056,14103,88643,105595,0,,,
3384,MI,"Holland-Grand Haven, MI HUD Metro FMR Area",2p2c,1363,1024,1676,1362,741,1347,1280,8792,16356,12283,20108,16345,8892,16159,15359,105502,105595,0,,,
3384,MI,"Holland-Grand Haven, MI HUD Metro FMR Area",2p3c,1750,1249,1813,1608,931,1554,1636,10541,21000,14985,21759,19295,11172,18652,19626,126490,105595,0,,,
3384,MI,"Holland-Grand Haven, MI HUD Metro FMR Area",2p4c,1750,1529,1866,1672,1018,1554,1841,11229,21000,18342,22390,20066,12215,18652,22089,134753,105595,0,,,
3385,MI,"Montcalm County, MI HUD Metro FMR Area",1p0c,740,322,1173,395,330,0,656,3616,8880,3865,14081,4744,3957,0,7866,43394,73734,0,,,
3385,MI,"Montcalm County, MI HUD Metro FMR Area",1p1c,1058,472,1429,617,475,634,799,5486,12696,5668,17153,7408,5702,7612,9588,65827,73734,0,,,
3385,MI,"Montcalm County, MI HUD Metro FMR Area",1p2c,1058,697,1572,839,545,1114,942,6766,12696,8359,18869,10071,6537,13366,11298,81196,73734,0,,,
3385,MI,"Montcalm County, MI HUD Metro FMR Area",1p3c,1297,928,1745,1061,691,1261,1221,8205,15564,11138,20942,12735,8290,15136,14649,98455,73734,0,,,
3385,MI,"Montcalm County, MI HUD Metro FMR Area",1p4c,1297,1136,1822,1123,756,1261,1407,8801,15564,13637,21858,13470,9066,15136,16878,105609,73734,0,,,
3385,MI,"Montcalm County, MI HUD Metro FMR Area",2p0c,883,591,1368,791,458,0,793,4883,10596,7087,16419,9487,5490,0,9513,58592,73734,0,,,
3385,MI,"Montcalm County, MI HUD Metro FMR Area",2p1c,1058,733,1502,1013,556,634,946,6442,12696,8793,18028,12151,6672,7612,11352,77304,73734,0,,,
3385,MI,"Montcalm County, MI HUD Metro FMR Area",2p2c,1058,932,1668,1235,618,1114,990,7614,12696,11182,20019,14815,7413,13366,11880,91371,73734,0,,,
3385,MI,"Montcalm County, MI HUD Metro FMR Area",2p3c,1297,1137,1739,1457,756,1261,1084,8731,15564,13641,20872,17479,9067,15136,13011,104771,73734,0,,,
3385,MI,"Montcalm County, MI HUD Metro FMR Area",2p4c,1297,1391,1797,1518,835,1261,1247,9346,15564,16697,21561,18214,10016,15136,14959,112147,73734,0,,,
3386,OR,"Grants Pass, OR MSA",1p0c,906,374,1054,545,397,0,955,4230,10872,4489,12642,6536,4769,0,11455,50763,71624,0,,,
3386,OR,"Grants Pass, OR MSA",1p1c,1321,549,1288,820,580,968,1441,6967,15852,6582,15459,9839,6965,11619,17291,83608,71624,0,,,
3386,OR,"Grants Pass, OR MSA",1p2c,1321,809,1424,1095,661,1405,1764,8480,15852,9706,17089,13142,7935,16860,21173,101757,71624,0,,,
3386,OR,"Grants Pass, OR MSA",1p3c,1851,1078,1523,1370,909,1539,2473,10744,22212,12933,18270,16445,10912,18473,29680,128925,71624,0,,,
3386,OR,"Grants Pass, OR MSA",1p4c,1851,1320,1660,1420,984,1539,2785,11560,22212,15835,19922,17035,11813,18473,33425,138714,71624,0,,,
3386,OR,"Grants Pass, OR MSA",2p0c,1007,686,1226,1089,526,0,1146,5680,12084,8229,14713,13073,6307,0,13752,68158,71624,0,,,
3386,OR,"Grants Pass, OR MSA",2p1c,1321,851,1354,1365,674,968,1606,8139,15852,10210,16242,16375,8092,11619,19275,97666,71624,0,,,
3386,OR,"Grants Pass, OR MSA",2p2c,1321,1082,1446,1640,746,1405,1755,9395,15852,12984,17348,19678,8953,16860,21065,112741,71624,0,,,
3386,OR,"Grants Pass, OR MSA",2p3c,1851,1320,1578,1915,985,1539,2363,11551,22212,15840,18941,22981,11814,18473,28355,138616,71624,0,,,
3386,OR,"Grants Pass, OR MSA",2p4c,1851,1616,1635,1964,1076,1539,2641,12324,22212,19388,19625,23571,12916,18473,31697,147882,71624,0,,,
